"dataName"	"Sequence.ID"	"AA.JUNCTION"	"V1"	"freq_cluster_id"
"re0"	370	"JJJJJJJJJJJJJIGJJJJJ"	"trade"	1
"re0"	371	"JJJJJJJJJJJJJJDJJJJJ"	"money"	1
"re0"	372	"CJJJJJJJJJJJJJJJJJJJ"	"money"	1
"re0"	373	"JJJJJCJJJJJJJJJJJJJJ"	"retail"	1
"re0"	374	"JJJJHJJJJJJJJJJGJJJJ"	"retail"	1
"re0"	375	"JJJJGJJJJJJJJJJEJJJJ"	"trade"	1
"re0"	376	"JJJIJJJJJJJJJDJJJJJJ"	"gnp"	1
"re0"	377	"JJJJFJIJJJJJJJJJJIJG"	"money"	1
"re0"	378	"JJJJJJJEJJJJJJJJJHJJ"	"trade"	1
"re0"	379	"JJJJJJJDJJJJJJJJJJJJ"	"retail"	1
"re0"	380	"JJJJFJJJJJJJJJJIJJJI"	"money"	1
"re0"	381	"CJJJJJJJJJJJJJJJJJJJ"	"trade"	1
"re0"	382	"JJJJJJJJJJJJJJDJJJJJ"	"retail"	1
"re0"	383	"JJJJGJIJJJJIJJJHJJJJ"	"trade"	1
"re0"	384	"JJJIJJJHIJJGJJJJJJJJ"	"money"	1
"re0"	385	"JJBJJJJJJJJJJJJJJJJJ"	"retail"	1
"re0"	386	"JJJJEJJJJJJJJJJHJJJJ"	"money"	1
"re0"	387	"JJGJJJJJJJJJJIJJJJIJ"	"gnp"	1
"re0"	388	"JJJJIJJJJJJJJJJJHJJG"	"money"	1
"re0"	389	"JJCJJJJJJJJJJJJJJJJJ"	"jobs"	1
"re0"	390	"JJJJJJJJJJJJJJJDJJJJ"	"bop"	1
"re0"	391	"JJJJJJJJJJJJJJDJIJJJ"	"interest"	1
"re0"	392	"IJJJJJJJJJHJJJJJJJJJ"	"interest"	1
"re0"	393	"JJJJJJJJJJGJJJJJJJHJ"	"interest"	1
"re0"	394	"IJJJJJJJJJGJJIJJJJJJ"	"interest"	1
"re0"	395	"JJJJJJJJJJGJJIJJJJJJ"	"trade"	1
"re0"	396	"JIJJJJJJJIJIJJJJJJJJ"	"interest"	1
"re0"	397	"JJJJJJJJJJFJJJJJJJJJ"	"interest"	1
"re0"	398	"JJIJJJJJJJGJJJJJJJJJ"	"cpi"	1
"re0"	399	"JJIJJJJJJHJJJJJIJIJJ"	"money"	1
"re0"	400	"JJJJJJJJJIJJJJJJJJHJ"	"interest"	1
"re0"	401	"JJJJJJJJJJEJJJJJJJJJ"	"trade"	1
"re0"	402	"JJJJJJJJJJJHJJJJJJJJ"	"trade"	1
"re0"	403	"JJJHJJJJIJJIJJJJJJJH"	"money"	1
"re0"	404	"JJIJJJJJJJJJJJJIJJHJ"	"money"	1
"re0"	405	"JJFJJJJJJJJJJJJJJJJJ"	"money"	1
"re0"	406	"JJJJJJJJJJJJJJJJJJDI"	"money"	1
"re0"	407	"JJHJJJJJJJJJJJJJJJJJ"	"money"	1
"re0"	408	"JJJJJJJJJJIJJJJJJJIJ"	"money"	1
"re0"	409	"JJJJJJJJJIJJJJIJJIHJ"	"money"	1
"re0"	410	"JJJJJJJJJJJJJJJJJJDJ"	"gnp"	1
"re0"	411	"JJJIJJJJEJJJJJJJJJJJ"	"trade"	1
"re0"	412	"JJJJJJJJJJJBJJJJJJJJ"	"cpi"	1
"re0"	413	"JJJIJJJJJHJJJJJJJJJH"	"gnp"	1
"re0"	414	"JJJJJJJJGJJJJIJJJJJI"	"trade"	1
"re0"	415	"JJJJJJJJJJJBJJJJJJJJ"	"money"	1
"re0"	416	"JJEJJJJJJIJJJJJJJJJJ"	"money"	1
"re0"	417	"JJJJJCJJJJJJJJJJJJJJ"	"gnp"	1
"re0"	418	"JJJJJJDJJJJJJJJJJJJJ"	"trade"	1
"re0"	419	"JJJJGJJJJJJJJJHIJJJI"	"trade"	1
"re0"	420	"JDJJJJJJJJJJJJJJJJJJ"	"money"	1
"re0"	421	"JJJJJEJJJJJJJJJJJHJJ"	"wpi"	1
"re0"	422	"JJJJJJJJJJJJJJJCJJJJ"	"trade"	1
"re0"	423	"JJJJJJJJJJJJIJHJJJIJ"	"trade"	1
"re0"	424	"JJJJJJJJJJJJIJDJJJJJ"	"wpi"	1
"re0"	425	"JJJJJJJJJJJJJJJCJJJJ"	"trade"	1
"re0"	426	"JHJJJJIJIJIJJIJJJJJJ"	"interest"	1
"re0"	427	"JJJJJJJJJJIJIJJJJJJJ"	"wpi"	1
"re0"	428	"JJJJJJJJJJJJJJJDJJJJ"	"money"	1
"re0"	429	"BJJJJJJJJJJJJJJJJJJJ"	"money"	1
"re0"	430	"JIJIJJJJJJJJJJIJIIJJ"	"money"	1
"re0"	431	"JJJJJDJJJJJJJJJJJIJJ"	"money"	1
"re0"	432	"DJJJJJJJJJIJJJJJJJJJ"	"money"	1
"re0"	433	"JJJJJJJJIJJJJJIJJIII"	"jobs"	1
"re0"	434	"JJJJJJJJJJJJJJJGJJJJ"	"jobs"	1
"re0"	435	"JJJJJJJJJJIJJJJEJJJJ"	"money"	1
"re0"	436	"JJJJJDJJJJJJJJJJJIJJ"	"money"	1
"re0"	437	"JJJJJDJJJJJJJJJJJIJJ"	"money"	1
"re0"	438	"JJJJJCJJJJJJJJJJJJJJ"	"trade"	1
"re0"	439	"JGJJJJJJJJIJJJJJIJJJ"	"money"	1
"re0"	440	"EJIJJJJJJJIJJJJJJJJJ"	"cpi"	1
"re0"	441	"JJJJJJJJJJJJJJJCJJJI"	"wpi"	1
"re0"	442	"JJJJJJJJJJJJJJJHJJIJ"	"wpi"	1
"re0"	443	"JJJJIJJJJJJJJJJBJJJJ"	"interest"	1
"re0"	444	"JJJJJJJJJJIJJJJJJJJI"	"money"	1
"re0"	445	"HJJJJJJJJJJJJJHIJJJJ"	"ipi"	1
"re0"	446	"JJJJJJJJJJJJJJJJJJHI"	"ipi"	1
"re0"	447	"JJJJEJJJJJJJJJJGJJJJ"	"money"	1
"re0"	448	"CJJJJJJJJJJJJJJJJJJJ"	"wpi"	1
"re0"	449	"JJJJJJJJJJJJJJIDJJJJ"	"money"	1
"re0"	450	"JJJJJIJJJJJJDJJJIJJJ"	"money"	1
"re0"	451	"EJJJJJJJJJJJJJJJJJJJ"	"money"	1
"re0"	452	"JJJJJJJJJJJJGJJJHJIJ"	"trade"	1
"re0"	453	"JJJIJJJIJJJJJJJJIJJI"	"interest"	1
"re0"	454	"JJJJJJJJJJHJJJJEJJJJ"	"money"	1
"re0"	455	"JJJJJEJJJJJJJJJJJJJJ"	"trade"	1
"re0"	456	"JJJJJJJJJJJEJJJJJJJJ"	"interest"	1
"re0"	457	"JHJJJJJJJJHJJJJJJJJJ"	"money"	1
"re0"	458	"JJJJIJJJJJJJJJJJJJJJ"	"money"	1
"re0"	459	"JJJJJJJJJJJJJJJJJJAJ"	"interest"	1
"re0"	460	"JJJJFJJJJJJJJJJIJJJH"	"trade"	1
"re0"	461	"JJJJJJJJJJJJJJDJIJJJ"	"ipi"	1
"re0"	462	"JJJJHJJJJJJJJJJHJJJI"	"ipi"	1
"re0"	463	"JJJJGJJJJJJJJJJGJJJI"	"trade"	1
"re0"	464	"JJJJJJJJJJJFJGJJJJJJ"	"money"	1
"re0"	465	"JJIJJJJJJJJJJJJJJJHJ"	"money"	1
"re0"	466	"JJJJJJJJJJJJJJJJJJDJ"	"wpi"	1
"re0"	467	"JJJJJJJJJJJJJJJAJJJJ"	"money"	1
"re0"	468	"JJJJJIJJJHJJJJJJJGJJ"	"interest"	1
"re0"	469	"JJJJHJJJJFJJJJJJJJJH"	"cpi"	1
"re0"	470	"JJJJJJHJJJJJJJJFJJJJ"	"trade"	1
"re0"	471	"JJJJJJJJJJJJJJDIJJJJ"	"trade"	1
"re0"	472	"JIJJJJJJJJJCJJJJJJJJ"	"trade"	1
"re0"	473	"JJJJJJJEJJJJJJJJJJJJ"	"money"	1
"re0"	474	"JIJJJDJJJJJJJJJJIJJJ"	"ipi"	1
"re0"	475	"JJJJHJIJJJJJJJJHJJJI"	"money"	1
"re0"	476	"JJJJJJJJEJJJJJHJJJJJ"	"money"	1
"re0"	477	"JJJJJJJDJJJJJJJJJIJJ"	"bop"	1
"re0"	478	"JJJJJJJJJHJJJJEJJJJJ"	"money"	1
"re0"	479	"JJJJJJJJBJJJJJJJJJJJ"	"reserves"	1
"re0"	480	"JJJJJIJJHJJJGJJJJJJJ"	"cpi"	1
"re0"	481	"JJJJJJJJJJJJJJJJIJJF"	"ipi"	1
"re0"	482	"JJJJIJJJJJJJJJJBJJJJ"	"money"	1
"re0"	483	"JJJEJJJJJJIJJJJJHJJJ"	"money"	1
"re0"	484	"JIJJJJJJJIJJJJJJJHJJ"	"retail"	1
"re0"	485	"JJJJJIJJJJJJJJJFJJJJ"	"money"	1
"re0"	486	"JIJJJIIJJJJJJJJJJIJI"	"money"	1
"re0"	487	"JJJJJJJJJJJJJJJEJJHJ"	"jobs"	1
"re0"	488	"JJJJJJJJJIJJJJJDJJJJ"	"reserves"	1
"re0"	489	"JJJJJJJJHJJJJJJGJJGJ"	"trade"	1
"re0"	490	"JJJJJJJHJJJJJJEJJJJJ"	"money"	1
"re0"	491	"BJJJJJJJJJJJJJJJJJJJ"	"cpi"	1
"re0"	492	"JJJJJJJJJJJJJJJFIJJJ"	"money"	1
"re0"	493	"CJJJJJJJJJJJJJJJJJJJ"	"interest"	1
"re0"	494	"JJJJJJFJHJJJJJJJJJIJ"	"trade"	1
"re0"	495	"JJJJJJJJJJJJJJBJJJJJ"	"interest"	1
"re0"	496	"IJJJJJJJJIIJJJJJJJJJ"	"cpi"	1
"re0"	497	"JJJJJJJJJJJJJJJCJJJJ"	"ipi"	1
"re0"	498	"JJJJHJJJJJJJJJJFJJJI"	"money"	1
"re0"	499	"JJHJJJJJJJJJJJJJFJHJ"	"cpi"	1
"re0"	500	"JJJJJJJJJJJJJJJBJJJJ"	"money"	1
"re0"	501	"JJJJIJJJJJJJJJJJHJJI"	"money"	1
"re0"	502	"JJJJJJJJJJJJJJJGGJII"	"retail"	1
"re0"	503	"JJJJIJJJJJJJJJJHJJIJ"	"retail"	1
"re0"	504	"JJJJGJJJJJJJJJJFJJJJ"	"cpi"	1
"re0"	505	"JJJJJJJJJJJJJJJBJJJJ"	"money"	1
"re0"	506	"EJJJJJJJJJJJJJHJJJJJ"	"money"	1
"re0"	507	"JJJJJHIJJJJJJJJJJHJH"	"trade"	1
"re0"	508	"JJJJJJJJJJJJJJDIJJJJ"	"money"	1
"re0"	509	"CJJJJJJJJJJJJJJJJJJJ"	"trade"	1
"re0"	510	"JJJGJJJIHJJJJJJJJJJJ"	"money"	1
"re0"	511	"JJJJJJJJDJJJJJHJJJJJ"	"money"	1
"re0"	512	"JJJJJJJDJJJJJJJJJIJJ"	"trade"	1
"re0"	513	"JJJJJIJEJJJJJIJJJJJJ"	"trade"	1
"re0"	514	"JJJJJJJJJJJDJJJJJJJJ"	"money"	1
"re0"	515	"JJJJJDJJJJJJJJJJIJJJ"	"cpi"	1
"re0"	516	"JJJJJJGJJJJJHJJJJJJI"	"money"	1
"re0"	517	"CJJJJJJJJJJJJJJJJJJJ"	"money"	1
"re0"	518	"JJJJJJJJAJJJJJJJJJJJ"	"money"	1
"re0"	519	"JJJJJJJJJJJJJJJJGJJJ"	"money"	1
"re0"	520	"EJJJJJJJJJJJJJIJJJJJ"	"trade"	1
"re0"	521	"JJJJJJJJJJJJJJFJHJJJ"	"cpi"	1
"re0"	522	"JJJJJJJJJJJJJJJGJJJJ"	"trade"	1
"re0"	523	"JJJJJJJJJJJAJJJJJJJJ"	"cpi"	1
"re0"	524	"JJJJJJJJJJJJJJJHJJJI"	"cpi"	1
"re0"	525	"JJJJJJJJJJJJIJJDJJJI"	"jobs"	1
"re0"	526	"JJJJIJJJIJJJJJJFJJJJ"	"money"	1
"re0"	527	"JJJJJHJJJJJJDJJJJJJJ"	"money"	1
"re0"	528	"JJDJJJJJJJJJJJJJJJJJ"	"money"	1
"re0"	529	"JJJJJJJJIJJJJJJJGJIJ"	"money"	1
"re0"	530	"IJHJJJJJJJJIJJJJJJJJ"	"money"	1
"re0"	531	"JJDJJJJJJJJJJJJJJJJJ"	"gnp"	1
"re0"	532	"JJJJJJJJJJJJIJJJJJJE"	"gnp"	1
"re0"	533	"JJJJJIGJJJJJJJJJJJJG"	"trade"	1
"re0"	534	"JJJJJJIJEJJJJJIJJJJI"	"gnp"	1
"re0"	535	"JJJJJJFJJJJJHJJJJJIJ"	"trade"	1
"re0"	536	"JJJJJJJJJJIJIHJJJJJJ"	"cpi"	1
"re0"	537	"JJJJJJJJJJJJJJJIJJJI"	"trade"	1
"re0"	538	"JJJJJJJJJJJJIJFJJJJJ"	"trade"	1
"re0"	539	"JJJIJJJJJJJJJDJJJJJJ"	"trade"	1
"re0"	540	"JJJJJJJJJJJJHJEIJJJJ"	"cpi"	1
"re0"	541	"JJJJJIJJJJJJIJJFJJJJ"	"trade"	1
"re0"	542	"JJJJJJJIJJJEJJJJJJJJ"	"bop"	1
"re0"	543	"JJJIJJIJJJIJJIGJJJJJ"	"trade"	1
"re0"	544	"JJJJJJJJJJJAJJJJJJJJ"	"trade"	1
"re0"	545	"JJJJJJJIGJJJJGJJJJJJ"	"trade"	1
"re0"	546	"JJJJJJJIJJJJJJFJJJJH"	"trade"	1
"re0"	547	"JJJJJJIIJJJJJJGIJJJJ"	"trade"	1
"re0"	548	"JIJJJJJHJJJJJGJJJJJJ"	"trade"	1
"re0"	549	"JGJJJJJFJJJJJIJJJJJJ"	"bop"	1
"re0"	550	"JJJJJJJJJJJJJJHJJJHJ"	"bop"	1
"re0"	551	"JJJJJJJJJJJJJJBIJJJJ"	"reserves"	1
"re0"	552	"JJJJJJJJJJJJJJHJJJEJ"	"wpi"	1
"re0"	553	"JIJJJJJJJJJJJJJFJJJJ"	"wpi"	1
"re0"	554	"JJJJJJJJJJJJJJJCJJJI"	"money"	1
"re0"	555	"JJJJJJHJJJJJJJJJJEJJ"	"bop"	1
"re0"	556	"JJJJJJJJJGJJJJGJJIJJ"	"money"	1
"re0"	557	"JJJJJJJJJJJJJJJFJJGJ"	"gnp"	1
"re0"	558	"JIJJHJJJJJIJJJJJJJJI"	"trade"	1
"re0"	559	"JJJJJJJIJJJJJJEJJJJI"	"trade"	1
"re0"	560	"JGJJJJJGJJJJJIJJJJJJ"	"money"	1
"re0"	561	"JJJJJJJJJJJJJJJGJJIJ"	"money"	1
"re0"	562	"JJJJJJJJJJJJJJJEJJHJ"	"gnp"	1
"re0"	563	"JIJJJJJJJJJJJJJGJJJI"	"gnp"	1
"re0"	564	"JJJJJJJJJJJJJJJJJJJH"	"gnp"	1
"re0"	565	"JJJJHJJJJJJJJJIJJJJE"	"gnp"	1
"re0"	566	"JJJJJJHJJJJJJJJJJJJG"	"trade"	1
"re0"	567	"JHJJJJIJJJJHJJIJJJJJ"	"money"	1
"re0"	568	"JJJIJJJIJJJJJJGJJJHJ"	"money"	1
"re0"	569	"IJJJJJJJHJIJJJJJIJJJ"	"money"	1
"re0"	570	"CJJJJJJJJJJJJJJJJJJJ"	"cpi"	1
"re0"	571	"JJJJJIJJJJJJJJJCJJJJ"	"interest"	1
"re0"	572	"JJJJJJJJJJHJJJJJJJGJ"	"bop"	1
"re0"	573	"JJJJJJJJJJJJIJGJJJJJ"	"wpi"	1
"re0"	574	"JJJJJJJJJJJJJJJCJJJJ"	"reserves"	1
"re0"	575	"JJJJJJJGHJJJJJJJJJJJ"	"bop"	1
"re0"	576	"JJJJJJJJJJJJIJCJJJJJ"	"ipi"	1
"re0"	577	"JJJJHJJJJJJJJJJJJJJJ"	"ipi"	1
"re0"	578	"JJJJGJJJJJJJJJJDJJJJ"	"gnp"	1
"re0"	579	"JJJJHJJJJJJJJJJJJJJF"	"trade"	1
"re0"	580	"JDJIJJIJJJJJJJJJJJJJ"	"money"	1
"re0"	581	"JJJJJJHJJJJJJJJJJEJJ"	"money"	1
"re0"	582	"EJJJJJJJJJJJJJJJIJJJ"	"gnp"	1
"re0"	583	"JJJJGJHJJJJJJJJJJJJH"	"housing"	1
"re0"	584	"JJJJJJJJJJJJJJJGJJIJ"	"housing"	1
"re0"	585	"JJJJJJJJJJJJJJJBJJJJ"	"trade"	1
"re0"	586	"JGJJJJJGJJJJJHJJJJJJ"	"money"	1
"re0"	587	"FJJJJJJJJJJJJJIJJJJJ"	"trade"	1
"re0"	588	"JIJJJJIJJJJFJIJJJJJJ"	"money"	1
"re0"	589	"BJJJJJJJJJJJJJJJJJJJ"	"bop"	1
"re0"	590	"JJJJJJJJJJJJJJGJJIJJ"	"bop"	1
"re0"	591	"JJJJHJJJJJJJJJHJJJGJ"	"money"	1
"re0"	592	"CJJJJJJJJJJJJJJJJJJJ"	"trade"	1
"re0"	593	"JJJIJJHIJJJIJHJJJJJJ"	"trade"	1
"re0"	594	"JJJHJIIJJJJGJJJJJJJJ"	"trade"	1
"re0"	595	"JJJGJJJJJJJJJHJJJJJJ"	"gnp"	1
"re0"	596	"IJJJJJJJJJJJJJJJJJJI"	"bop"	1
"re0"	597	"IJJJJJJJJJJJJJHJJJIJ"	"gnp"	1
"re0"	598	"JJJHJJGJJIJJJJJJJJJI"	"money"	1
"re0"	599	"JJCJJJJJJJJJJJJJJJJJ"	"housing"	1
"re0"	600	"JJJJJJJJJJJJJJJDJJJI"	"gnp"	1
"re0"	601	"IJJJJJJJJIJJJJIJJJJF"	"money"	1
"re0"	602	"JJGJJJJJJJJJJJIJIJJJ"	"money"	1
"re0"	603	"JJCJJJJJJJJJJJJJJJJJ"	"housing"	1
"re0"	604	"JIJJJJJJJJJJJJJEJJJI"	"money"	1
"re0"	605	"JJJJJJJJBJJJJJJJJJJJ"	"interest"	1
"re0"	606	"JJJJJJIJJGGJJJJJJJJJ"	"money"	1
"re0"	607	"JJJJJJJJJJJJCJJJJJJJ"	"interest"	1
"re0"	608	"JJJJJJJJJEIJJJJJJJJJ"	"ipi"	1
"re0"	609	"JJJJFJJJJJJJJJJJJJJH"	"interest"	1
"re0"	610	"HJJJJJJJJJHJJJJJJJJJ"	"interest"	1
"re0"	611	"JJJIJJJJIJGJJJJJJJJJ"	"housing"	1
"re0"	612	"JJJJGJJJJIIJJJJIJJJH"	"trade"	1
"re0"	613	"JJJHJJIFJJJJJJJJJJJJ"	"money"	1
"re0"	614	"JHJIJJHIJJJJJJJJJJJJ"	"interest"	1
"re0"	615	"JJJJJJIJJIGJJJJJJJJI"	"interest"	1
"re0"	616	"JJJJJJJJJJHJJJJJIJHJ"	"money"	1
"re0"	617	"JJJGJJJJJGJJJJJJJHJJ"	"money"	1
"re0"	618	"FJJJJJJJJJHJJJJJJJJJ"	"interest"	1
"re0"	619	"IJJJJJJJJJGJJJJJJJJJ"	"interest"	1
"re0"	620	"GJIJJJJJJJJJJJJJJJJJ"	"interest"	1
"re0"	621	"JJJJJJJJJJHJJJJHJJJJ"	"interest"	1
"re0"	622	"JJJJJJJJJJEJJJJJJJJJ"	"interest"	1
"re0"	623	"HJJJJJJJJJEJJJJJJJJJ"	"wpi"	1
"re0"	624	"JJJJJJJJJJJJJJJCJJJJ"	"ipi"	1
"re0"	625	"JJJGIJJJJJJJJIJJJJJI"	"gnp"	1
"re0"	626	"JJJJIJJJJJIJIJJJJJJG"	"cpi"	1
"re0"	627	"JJJJJJJJJJJJJJJDJJJJ"	"money"	1
"re0"	628	"JJJJJIIJJIJJJJJJJIJJ"	"interest"	1
"re0"	629	"JJJJJJIJIJIJJJJJJJJI"	"money"	1
"re0"	630	"EJJJJJJJJJJJJJJJJJJJ"	"money"	1
"re0"	631	"JJJJJIHJJHIJJJJJJJJJ"	"interest"	1
"re0"	632	"JJJJJJJJJIJJJJIJJJJE"	"gnp"	1
"re0"	633	"JJJJJJJJJJJJJJJHJJJH"	"gnp"	1
"re0"	634	"JJJJJJJJJJJJJJJIJJJG"	"money"	1
"re0"	635	"JJIJJJJJJIJJJJJJEJJJ"	"gnp"	1
"re0"	636	"JJJJDJJJJJJJJJIJJJJI"	"money"	1
"re0"	637	"JJJGJJJJJJIJJJJJJIJJ"	"trade"	1
"re0"	638	"JJJJJHJJJJJJJIJJJJJJ"	"money"	1
"re0"	639	"CJJJJJJJJJJJJJJJJJJJ"	"interest"	1
"re0"	640	"JJIJJJJJJJIJJJJJGJJI"	"trade"	1
"re0"	641	"JJJJJJJJJJJJJJCJJJIJ"	"interest"	1
"re0"	642	"GJJJJJJJJJGJJJJJJJJJ"	"gnp"	1
"re0"	643	"JJJJIJJJJJJIJJJIJJJG"	"interest"	1
"re0"	644	"JJJJJJJJJEIJJJJJJJJJ"	"trade"	1
"re0"	645	"JJJJIJJFJJJJJJJJJJJJ"	"money"	1
"re0"	646	"JJCJJJJJJJJJJJJJIJJJ"	"money"	1
"re0"	647	"JJJJJJJJIJJJDJJJJJJJ"	"gnp"	1
"re0"	648	"JJJJIJJJJJJJJJJJIJJE"	"trade"	1
"re0"	649	"JJJJJJJJIJJJJJDJJJJJ"	"jobs"	1
"re0"	650	"JJJIJJEJJJJJIJJJJJJJ"	"money"	1
"re0"	651	"JJJJJJJJJJIJJJIEJJJJ"	"gnp"	1
"re0"	652	"JJJJJIJJJJJJJJJIJJJF"	"trade"	1
"re0"	653	"JJJJJJJJIJJJJJEJJJJJ"	"trade"	1
"re0"	654	"JJJJJJJIJJJDJIJJJJJJ"	"trade"	1
"re0"	655	"JJJJJJJJEJJJJJJJJJJJ"	"gnp"	1
"re0"	656	"JJJJGJJJJJJJJJJJJJJH"	"interest"	1
"re0"	657	"IJJIJJJJJJGIJJJJJJJJ"	"trade"	1
"re0"	658	"JJJJJJJJEJJJJJIJJJJJ"	"cpi"	1
"re0"	659	"JJJJJJJJJJJJJJJDJJJJ"	"interest"	1
"re0"	660	"JJIJJJJJJEJJJJJJJJJJ"	"trade"	1
"re0"	661	"JJJIJJIJJJJEJJJJJJJJ"	"gnp"	1
"re0"	662	"JJJJJJJJJJJJJJJIJJJH"	"gnp"	1
"re0"	663	"JJJJGJJJJJJJJJJGJJJH"	"money"	1
"re0"	664	"JJJJJGHJJJJJIJJJJJJJ"	"jobs"	1
"re0"	665	"JJJJJJJJJJHJJJJFJJJJ"	"trade"	1
"re0"	666	"JJJJJJJJJJJJJJFJJIIJ"	"trade"	1
"re0"	667	"JJJJJJIJHJJJJJIJJJJI"	"retail"	1
"re0"	668	"JJJJIJJJJJJJJJJDJJJJ"	"trade"	1
"re0"	669	"JJJJIJIJJJJJJJIJJJJF"	"trade"	1
"re0"	670	"JJJJJJJIJJJJJJEJJJIJ"	"cpi"	1
"re0"	671	"JJJJJJJJJJJJJJJEJJJH"	"money"	1
"re0"	672	"JJJJJJJJJJJJJJIHJJEJ"	"wpi"	1
"re0"	673	"JJJJJJJJJJJJJJJCJJJJ"	"trade"	1
"re0"	674	"JJJJJJJFJJJJJJHJJJJJ"	"money"	1
"re0"	675	"CJJJJJJJJJJJJJJJJJJJ"	"cpi"	1
"re0"	676	"JJJJJJJJJJJJJJJEJJJJ"	"reserves"	1
"re0"	677	"JJJJJJJJJJJJJJJJHJGJ"	"jobs"	1
"re0"	678	"IJJJJJJJJJJJJJJIJJJJ"	"money"	1
"re0"	679	"JJJJJJJJJJJJJJJGJJJJ"	"money"	1
"re0"	680	"JJJJJJJJJJIJJJJJJJHJ"	"jobs"	1
"re0"	681	"JJJJJJJJJJJJJJJIJJHJ"	"trade"	1
"re0"	682	"JCJJIJJJJJJJJJJJJJJJ"	"money"	1
"re0"	683	"JJJJIJJJJJIJJJJHJJGJ"	"jobs"	1
"re0"	684	"JJJJIJJJJJJJJJJEJJJJ"	"money"	1
"re0"	685	"JJJJJJJJJJJJJJJFJJII"	"money"	1
"re0"	686	"FJJJJJJJJJJJJJJJJJJJ"	"money"	1
"re0"	687	"CJJJJJJJJJJJJJJJJJJJ"	"money"	1
"re0"	688	"JJJJJJJJJJIJJJIIJJEJ"	"interest"	1
"re0"	689	"JJJJJJJJJJJJJJJJEJJJ"	"gnp"	1
"re0"	690	"JJJJJJHJIJJJHJJJJJJI"	"money"	1
"re0"	691	"JJIJIJJJJGJJJJJIJJJH"	"money"	1
"re0"	692	"JJJJJJJJIHJIIJJJJIIJ"	"bop"	1
"re0"	693	"JJJJJJJJJJJJJJBJJJJJ"	"reserves"	1
"re0"	694	"JJJJJJJJJJJJJJEJJJHJ"	"jobs"	1
"re0"	695	"JJJIJJJJJJJJJJJIJJFJ"	"money"	1
"re0"	696	"BJJJJJJJJJJJJJJJJJJJ"	"trade"	1
"re0"	697	"JJJJJJJGJJJJIJJJJJJJ"	"money"	1
"re0"	698	"CJJJJJJJJJJJJJJJJJJJ"	"retail"	1
"re0"	699	"JJJJGJJJJJJJJJJIJJJJ"	"retail"	1
"re0"	700	"JJJJEJJJJJJJJJJGJJJJ"	"trade"	1
"re0"	701	"JJJJJJJHJJJHJJIJJJJJ"	"money"	1
"re0"	702	"JJCJJJJJJJJJJJJJJJJJ"	"cpi"	1
"re0"	703	"JJJJJJJJJJJJJJJEJJJJ"	"reserves"	1
"re0"	704	"JJJJJJJJJJJJHJJJJJGJ"	"money"	1
"re0"	705	"JJHIJIJJJJJJJJIJJJJJ"	"interest"	1
"re0"	706	"JJCJJJJJJJJJJJJJJJJJ"	"reserves"	1
"re0"	707	"JJJJJJJJJJJJGJIIJJHJ"	"gnp"	1
"re0"	708	"JJJJJJJJJJJJIJJJJJJF"	"interest"	1
"re0"	709	"JJJJJJHJJIJJJJJJHJJJ"	"money"	1
"re0"	710	"JJIJJHHIJJJJJJJJJJJJ"	"money"	1
"re0"	711	"JJJJJJJJJEIJJJJIJJJJ"	"cpi"	1
"re0"	712	"JJHJJJIIJJJJJIJJJJJH"	"interest"	1
"re0"	713	"JJJJJJJJJJIJJJJJJJIJ"	"trade"	1
"re0"	714	"JJJJJJGJJJJJJJJJJJJH"	"money"	1
"re0"	715	"JJJJJIHJIJJJIJJJJJJJ"	"money"	1
"re0"	716	"JJIJJJJJJIJJJJJJJJIJ"	"money"	1
"re0"	717	"JJJJJJJJJJJJJJJJJJGJ"	"money"	1
"re0"	718	"JJJJJJJJJJJJJJJJJJCJ"	"money"	1
"re0"	719	"IJIJJJJJJJJIJJJJJIIJ"	"money"	1
"re0"	720	"JJGJJJJJJJJJJJJJJJJJ"	"money"	1
"re0"	721	"JJBJJJJJJJJJJJJJJJIJ"	"money"	1
"re0"	722	"JJJJJFJJJHJJJJJJJJJJ"	"money"	1
"re0"	723	"JJJJJJJJJJJJJJJIJJEI"	"retail"	1
"re0"	724	"JJJJFJJJJJIJJJJJJJJJ"	"money"	1
"re0"	725	"JJJFJJJJJIJJJJJJJIJJ"	"trade"	1
"re0"	726	"JJJJJJJHJJJGJJJJJJJJ"	"money"	1
"re0"	727	"JJFJJJJJJIJJJJJJJJJI"	"trade"	1
"re0"	728	"JGJJJJJJJJJEJJJJJJJJ"	"trade"	1
"re0"	729	"JJJJJJJHJJJJJJIFJJJJ"	"trade"	1
"re0"	730	"JJJIIJFJJJJJJJIJJJJJ"	"money"	1
"re0"	731	"JJJJJJJJJJGJJJJJJIIJ"	"bop"	1
"re0"	732	"JJJJJJJJJJJJJJBJJJJJ"	"money"	1
"re0"	733	"JJJJJJJJJJJJJJIIHJJJ"	"money"	1
"re0"	734	"JJJJJJJJJJJJJJHGHJJJ"	"money"	1
"re0"	735	"IJJJJJJJJJJJJJIJFJIJ"	"money"	1
"re0"	736	"CJJJJJJJJJJJJJJJJJJJ"	"interest"	1
"re0"	737	"JJJJJJJJJJHJIJJJJJJI"	"money"	1
"re0"	738	"IJJJJJJJJJHJJJJJHJJJ"	"money"	1
"re0"	739	"BJJJJJJJJJJJJJJJJJJJ"	"cpi"	1
